,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
176,Wallflower,2019,CrimeDrama,6.3 / 10,https://yts.rs/movie/wallflower-2019," On the night a disturbed man from a small town plans to commit a mass shooting at a Seattle rave, he is befriended by an eccentric group of ravers who invite him into their home. As the night unfolds, he finds himself conflicted about his intentions as the lines blur between their liberated world and his repressed desires. WALLFLOWER is a clash of civilizations: the old America versus the new. —Jagger Gravning, John W. Comerford and Brian Nunes ",4949
177,Jacinta,2020,Documentary,7.5 / 10,https://yts.rs/movie/jacinta-2020," Filmed for over three years, JACINTA begins at the Maine Correctional Center where Jacinta, 26, and her mother Rosemary, 46, are incarcerated together, both recovering from drug addiction. As a child, Jacinta became entangled in her mother's world of drugs and crime and has followed her in and out of the system since she was a teenager. This time, as Jacinta is released from prison, she hopes to maintain her sobriety and reconnect with her own daughter, Caylynn, 10, who lives with her paternal grandparents. Despite her desire to rebuild her life for her daughter, Jacinta continually struggles against the forces that first led to her addiction. With unparalleled access and a gripping vérité approach, director Jessica Earnshaw paints a deeply intimate portrait of mothers and daughters and the effects of trauma over generations. ",5656
178,The Brussels Business,2012,DocumentaryHistory,6.7 / 10,https://yts.rs/movie/the-brussels-business-2012," THE BRUSSELS BUSINESS is a docu-thriller that dives into the grey zone underneath European democracy. An expedition into the world of the 15,000 lobbyists in the EU-capital, of the PR-conglomerates, think tanks and their all embracing networks of power and their close ties to the political elites. —Anonymous ",2020
179,Justin Bieber: Our World,2021,Documentary,4.6 / 10,https://yts.rs/movie/justin-bieber-our-world-2021, Lead-up to Justin Bieber's first full concert in three years and his New Year's Eve show in 2020 on the rooftop of the Beverly Hilton. ,8383
180,South of Heaven,2021,ActionCrime,5.9 / 10,https://yts.rs/movie/south-of-heaven-2021," Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life - unfortunately it's not that simple. ",14645
181,The Secret of Sinchanee,2021,Horror,6.1 / 10,https://yts.rs/movie/the-secret-of-sinchanee-2021," An industrial tow truck driver suffering from insomnia returns to his childhood home after the untimely death of his father, to discover that a paranormal presence has been living in the house and haunting the sacred land it was built on. ",16160
182,Count Me In,2021,DocumentaryMusic,6.7 / 10,https://yts.rs/movie/count-me-in-2021," From heartbeat to backbeat, caveman to techno rave man, rhythm has driven our world for centuries. We journey with a cast of drummers, to discover the joy and exhilaration of a life dedicated to driving the beat. In their own words, we share the passion that has taken them from banging on pots and pans as kids, to playing on some of the world's biggest stages. Along the way, they pay tribute to the drummers that have influenced them, including the likes of Ringo, Charlie Watts, Keith Moon, John Bonham and Ginger Baker. You can have rhythm without music but you can't have music without rhythm. ",8383
183,Vengeance Is Mine,2021,ActionThriller,5.5 / 10,https://yts.rs/movie/vengeance-is-mine-2021," Harry, a broken man struggling to come to terms with the murder of his wife and daughter. When he discovers the whereabouts of the killers he awakens from his grief and filled with vengeance, seeks to destroy those who destroyed his life. ",14443
184,Madres,2021,Horror,4.7 / 10,https://yts.rs/movie/madres-2021," A Mexican-American couple expecting their first child relocate to a migrant farming community in 1970's California. When the wife begins to experience strange symptoms and terrifying visions, she tries to determine if it's related to a legendary curse or something more nefarious. ",9292
185,Submarines,2003,ActionDrama,3.4 / 10,https://yts.rs/movie/submarines-2003," Having seized a Soviet nuclear submarine, the terrorist group's general Sajid Khan sail to the coasts of California decided to raze Los Angeles with a rain of nuclear missiles. American intelligence services are, however, on alert and the Admiralty Majesty instructs the submarine to intercept the enemy and prevent the threat before it happens the irreparable. The mission is entrusted to the Captain William Arlington, who, though fallen foul of a court martial incident spent at sea, has the necessary qualities of courage and determination to handle such situations. —IvanWong ",3333
186,The Krays: Dead Man Walking,2018,ActionCrime,2.9 / 10,https://yts.rs/movie/the-krays-dead-man-walking-2018," Inspired by true events, the shocking story of London's most feared and notorious brothers Reggie and Ronnie Kray as they break Frank 'The Mad Axeman' Mitchell from Dartmoor Prison in December 1966. ",5454
187,Staged Killer,2019,Thriller,3.5 / 10,https://yts.rs/movie/staged-killer-2019," Naomi Spencer is a popular local television morning talk show host. When her former co-host from a college show years ago, Jake Everett, works his way back into her professional life, the show's success skyrockets, but Naomi's personal life begins to fall apart. —MS ",4646
188,Injustice,2021,ActionAdventure,0 / 10,https://yts.rs/movie/injustice-2021," On an alternate Earth, the Joker tricks Superman into killing Lois Lane, which causes a rampage in the hero. Superman decides to take control of Earth, Batman and his allies will have to attempt to stop him. ",84941
189,Scare Attraction,2019,ComedyHorror,3.8 / 10,https://yts.rs/movie/scare-attraction-2019," Love Nest reality TV stars Peter and Susie attend a Halloween Scare Attraction arranged by their manager. When they arrive, Pete and Susie are disappointed to discover the event is run by a group of terrible amateur dramatic actors. After touring the scare attraction they are led into an escape room, where they are locked in. Suddenly the escape room turns deadly as gas leaks in leaving them unconscious. When they awake, the reality TV stars find themselves bound and trapped in individual chairs. A voice tells them they must tell a truth or die. Who will survive the real scare attraction? —GE ",4646
190,The Manor,2021,Horror,5.3 / 10,https://yts.rs/movie/the-manor-2021," After suffering a stroke, Judith Albright moves into a historic nursing home, where she begins to suspect something supernatural is preying on the residents. In order to escape she'll need to convince everyone around her that she doesn't actually belong there after all. ",30401
191,Love Feast,1969,Comedy,3.1 / 10,https://yts.rs/movie/love-feast-1969," Mr. Murphy, a photographer, lures models to his house on the pretense of legitimate modelling work, and then busies himself bedding them. After a while, his bedroom has gotten pretty crowded and he's exhausted, so he snags a taxi cab driver to help out. Soon, a trio of domineering women show up and force him (willingly) to dress in women's clothes and submit to their whims. —Ed Sutton ",9090
192,Death Journey,1976,ActionCrime,4.7 / 10,https://yts.rs/movie/death-journey-1976," Fearful that their star witness might be murdered, two attorneys hire a protector to bring him from Los Angeles to New York. Jesse Crowder (Fred Williamson) is a no-nonsense tough guy. He buddies up with the witness, an accountant, and they hit the road. Outwitting their foes means taking all manner of conveyance, including automobile, train, and airplane. At every turn, Crowder and the witness face a variety of attacks, including gunfire and knife-wielding villains. At ease with the ladies, Crowder manages the entire journey with shirt unbuttoned and stogie clenched firmly in his teeth. —Ken Miller ",3333
193,Children of Divorce,1927,DramaRomance,6.6 / 10,https://yts.rs/movie/children-of-divorce-1927," A young flapper tricks her childhood sweetheart into marrying her. He really loves another woman, but didn't marry her for fear the marriage would end in divorce, like his parents'. Complications ensue. ",5151
194,Fast and Furious 6: The Game,2013,Action,6.3 / 10,https://yts.rs/movie/fast-and-furious-6-the-game-2013, Videogame for android that follows the Fast and Furious 6 film. ,4343
195,Another Son of Sam,1977,CrimeHorror,2.8 / 10,https://yts.rs/movie/another-son-of-sam-1977," A psychotic killer escapes from an insane asylum and goes on a killing spree, and the SWAT team it sent out to track him down. Kind of. Sort of. ",2424
196,Alien Implant,2017,HorrorSci-Fi,2.2 / 10,https://yts.rs/movie/alien-implant-2017," A brilliant female recluse sends a distress signal into outer space from a remote location. When the Aliens arrive, they realize it's not a distress signal, it's an ingenious trap designed to exact revenge on the extraterrestrials who abducted her as a child. ",4747
